pubid,question,context,long_answer,final_decision
27515502,Does lipopolysaccharide-induced preconditioning protect against traumatic spinal cord injury by upregulating Nrf2 expression in rats?,"{'contexts': array(['Lipopolysaccharide (LPS)-induced preconditioning protects neurons against traumatic spinal cord injury (TSCI) in rats. This study sought to test whether Nrf2, a transcription factor, mediated LPS-induced preconditioning.',
       'The TSCI model was established using a standardized NYU impactor on adult female rats. Rats were pretreated with LPS (0.2mg/kg, IP; 72h before injury). Nrf2 was silenced by injecting a lentivirus encoding RNAi against Nrf2 into injured spinal cords. Neurologic function was assessed by Basso, Beattie and Bresnahan (BBB) scores 6h, 12h, 24h, 48h, 72h, 7d and 14d after TSCI. Neuronal apoptosis was measured by a TUNEL staining. Ultrastructure was observed using transmission electron microscope (TEM). The protein expression of HO-1, NQO1 and GCLC was examined using immunohistochemistry and immunoblotting.',
       'The injection of a lentivirus effectively transfected GFP into injured spinal cords. The expression of Nrf2 was significantly decreased in spinal cords receiving a lentivirus encoding RNAi against Nrf2. BBB scores showed that TSCI markedly impaired nervous function, which was markedly preserved by LPS pretreatment. Nrf2 knockdown significantly suppressed LPS pretreatment-induced protection of nervous function. TEM images and TUNEL staining showed an increase in apoptotic cells when Nrf2 was silenced. Moreover, immunohistochemistry and immunoblotting analysis exhibited that LPS pretreatment significantly upregulated the expression of anti-oxidative proteins including HO-1, NQO1 and GCLC, which was suppressed when Nrf2 expression was silenced in injured spinal cords.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Animals', 'Female', 'Genetic Vectors',
       'Glutamate-Cysteine Ligase', 'Heme Oxygenase-1',
       'Lipopolysaccharides', 'NAD(P)H Dehydrogenase (Quinone)',
       'NF-E2-Related Factor 2', 'Rats', 'Rats, Sprague-Dawley',
       'Spinal Cord Injuries', 'Transfection', 'Up-Regulation'],
      dtype=object)}",LPS preconditioning effectively alleviates TSCI-induced impairment and preserves nervous function in a Nrf2-dependent manner.,yes
27498047,Does rACK1 overexpression associate with pancreatic ductal adenocarcinoma growth and poor prognosis?,"{'contexts': array(['The receptor for activated protein kinase C (RACK1) is a scaffold protein involved in multiple intracellular signal pathways. Previous studies have shown that RACK1 is associated with the progression of multiple cancer types, including hepatocellular carcinoma and gastric cancer. However, the role of RACK1 in human pancreatic ductal adenocarcinoma (PDAC) remains unclear.',
       'In this study, the expression of RACK1 was evaluated by Western blot analysis in 8 paired fresh PDAC tissues and immunohistochemistry on 179 paraffin-embedded slices. Then, we used Fisher exact test to analyze the correlation between RACK1 expression and clinicopathological characteristics. Starvation and re-feeding assay was used to assess cell cycle. Western blot, CCK8, flow cytometry assays, and colony formation analyses demonstrated that RACK1 played an essential role in PDAC development. Annexin-V/PI apoptotic assay and western blot showed that RACK1 was involved in regulating the apoptosis of PDAC cells.',
       ""RACK1 was highly expressed in PDAC tissues and cell lines and was significantly associated with multiple clinicopathological factors. Univariate and multivariate analyses showed that high RACK1 expression was identified to be an independent prognostic factor for PDAC patients' survival. In vitro, serum starvation-refeeding experiment suggested that RACK1 was upregulated in proliferating PDAC cells, together with the percentage of cells at the S phase, and was correlated with the expression of Cyclin D1. Moreover, Overexpression of RACK1 facilitated the proliferation and cell cycle progression of PDAC cells, while downregulation of RACK1 induced growth impairment, G1/S cell cycle arrest and apoptosis in PDAC cells. Silencing RACK1 decreased bcl-2 expression, increased cleaved caspase3 expression level and induced the apoptosis of PDAC cells.""],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Aged', 'Aged, 80 and over', 'Apoptosis',
       'Carcinoma, Pancreatic Ductal', 'Cell Cycle', 'Cell Line, Tumor',
       'Cell Proliferation', 'Female', 'GTP-Binding Proteins',
       'Gene Knockdown Techniques', 'Humans', 'Immunohistochemistry',
       'Ki-67 Antigen', 'Male', 'Middle Aged', 'Multivariate Analysis',
       'Neoplasm Proteins', 'Pancreatic Neoplasms', 'Prognosis',
       'Receptors for Activated C Kinase', 'Receptors, Cell Surface',
       'Treatment Outcome', 'Up-Regulation'], dtype=object)}",Our results suggest that RACK1 could play an important role in the tumorigenesis of PDAC and serve as a potential therapeutical target in PDAC treatment.,yes
27502180,Does imaging-genomics reveal driving pathways of MRI derived volumetric tumor phenotype features in Glioblastoma?,"{'contexts': array(['Glioblastoma (GBM) tumors exhibit strong phenotypic differences that can be quantified using magnetic resonance imaging (MRI), but the underlying biological drivers of these imaging phenotypes remain largely unknown. An Imaging-Genomics analysis was performed to reveal the mechanistic associations between MRI derived quantitative volumetric tumor phenotype features and molecular pathways.',
       'One hundred fourty one patients with presurgery MRI and survival data were included in our analysis. Volumetric features were defined, including the necrotic core (NE), contrast-enhancement (CE), abnormal tumor volume assessed by post-contrast T1w (tumor bulk or TB), tumor-associated edema based on T2-FLAIR (ED), and total tumor volume (TV), as well as ratios of these tumor components. Based on gene expression where available (n\u2009=\u200991), pathway associations were assessed using a preranked gene set enrichment analysis. These results were put into context of molecular subtypes in GBM and prognostication.',
       'Volumetric features were significantly associated with diverse sets of biological processes (FDR\u2009<\u20090.05). While NE and TB were enriched for immune response pathways and apoptosis, CE was associated with signal transduction and protein folding processes. ED was mainly enriched for homeostasis and cell cycling pathways. ED was also the strongest predictor of molecular GBM subtypes (AUC\u2009=\u20090.61). CE was the strongest predictor of overall survival (C-index\u2009=\u20090.6; Noether test, p\u2009=\u20094x10(-4)).'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Apoptosis', 'Brain Neoplasms', 'Cell Cycle',
       'Decision Support Systems, Clinical',
       'Gene Expression Regulation, Neoplastic',
       'Gene Regulatory Networks', 'Genomics', 'Glioblastoma', 'Humans',
       'Magnetic Resonance Imaging', 'Phenotype', 'Signal Transduction',
       'Survival Analysis'], dtype=object)}",GBM volumetric features extracted from MRI are significantly enriched for information about the biological state of a tumor that impacts patient outcomes. Clinical decision-support systems could exploit this information to develop personalized treatment strategies on the basis of noninvasive imaging.,yes
27517645,Does exposure of Stored Packed Erythrocytes to Nitric Oxide prevent Transfusion-associated Pulmonary Hypertension?,"{'contexts': array(['Transfusion of packed erythrocytes stored for a long duration is associated with increased pulmonary arterial pressure and vascular resistance. Prolonged storage decreases erythrocyte deformability, and older erythrocytes are rapidly removed from the circulation after transfusion. The authors studied whether treating stored packed ovine erythrocytes with NO before transfusion could prevent pulmonary vasoconstriction, enhance erythrocyte deformability, and prolong erythrocyte survival after transfusion.',
       'Ovine leukoreduced packed erythrocytes were treated before transfusion with either NO gas or a short-lived NO donor. Sheep were transfused with autologous packed erythrocytes, which were stored at 4°C for either 2 (""fresh blood"") or 40 days (""stored blood""). Pulmonary and systemic hemodynamic parameters were monitored before, during, and after transfusion. Transfused erythrocytes were labeled with biotin to measure their circulating lifespan. Erythrocyte deformability was assessed before and after NO treatment using a microfluidic device.',
       'NO treatment improved the deformability of stored erythrocytes and increased the number of stored erythrocytes circulating at 1 and 24\u2009h after transfusion. NO treatment prevented transfusion-associated pulmonary hypertension (mean pulmonary arterial pressure at 30\u2009min of 21\u2009±\u20091 vs. 15\u2009±\u20091 mmHg in control and NO-treated packed erythrocytes, P < 0.0001). Washing stored packed erythrocytes before transfusion did not prevent pulmonary hypertension.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Animals', 'Disease Models, Animal', 'Erythrocyte Transfusion',
       'Erythrocytes', 'Hypertension, Pulmonary', 'Nitric Oxide', 'Sheep',
       'Time Factors'], dtype=object)}","NO treatment of stored packed erythrocytes before transfusion oxidizes cell-free oxyhemoglobin to methemoglobin, prevents subsequent NO scavenging in the pulmonary vasculature, and limits pulmonary hypertension. NO treatment increases erythrocyte deformability and erythrocyte survival after transfusion. NO treatment might provide a promising therapeutic approach to prevent pulmonary hypertension and extend erythrocyte survival.",yes
27493792,Is fatigue in primary Sjögren 's syndrome associated with lower levels of proinflammatory cytokines?,"{'contexts': array([""This article reports relationships between serum cytokine levels and patient-reported levels of fatigue, in the chronic immunological condition primary Sjögren's syndrome (pSS)."",
       ""Blood levels of 24 cytokines were measured in 159 patients with pSS from the United Kingdom Primary Sjögren's Syndrome Registry and 28 healthy non-fatigued controls. Differences between cytokines in cases and controls were evaluated using Wilcoxon test. Patient-reported scores for fatigue were evaluated, classified according to severity and compared with cytokine levels using analysis of variance. Logistic regression was used to determine the most important predictors of fatigue levels."",
       '14 cytokines were significantly higher in patients with pSS (n=159) compared to non-fatigued healthy controls (n=28). While serum levels were elevated in patients with pSS compared to healthy controls, unexpectedly, the levels of 4 proinflammatory cytokines-interferon-γ-induced protein-10 (IP-10) (p=0.019), tumour necrosis factor-α (p=0.046), lymphotoxin-α (p=0.034) and interferon-γ (IFN-γ) (p=0.022)-were inversely related to patient-reported levels of fatigue. A regression model predicting fatigue levels in pSS based on cytokine levels, disease-specific and clinical parameters, as well as anxiety, pain and depression, revealed IP-10, IFN-γ (both inversely), pain and depression (both positively) as the most important predictors of fatigue. This model correctly predicts fatigue levels with reasonable (67%) accuracy.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array([], dtype=object)}","Cytokines, pain and depression appear to be the most powerful predictors of fatigue in pSS. Our data challenge the notion that proinflammatory cytokines directly mediate fatigue in chronic immunological conditions. Instead, we hypothesise that mechanisms regulating inflammatory responses may be important.",yes
27520057,Is compliance with the current recommendations for prescribing antibiotics for paediatric community-acquired pneumonia improving : data from a prospective study in a French network?,"{'contexts': array(['Lower respiratory tract infection is a common cause of consultation and antibiotic prescription in paediatric practice. The misuse of antibiotics is a major cause of the emergence of multidrug-resistant bacteria. The aim of this study was to evaluate the frequency, changes over time, and determinants of non-compliance with antibiotic prescription recommendations for children admitted in paediatric emergency department (PED) with community-acquired pneumonia (CAP).',
       'We conducted a prospective two-period study using data from the French pneumonia network that included all children with CAP, aged one month to 15\xa0years old, admitted to one of the ten participating paediatric emergency departments. In the first period, data from children included in all ten centres were analysed. In the second period, we analysed children in three centers for which we collected additional data. Two experts assessed compliance with the current French recommendations. Independent determinants of non-compliance were evaluated using a logistic regression model. The frequency of non-compliance was compared between the two periods for the same centres in univariate analysis, after adjustment for confounding factors.',
       'A total of 3034 children were included during the first period (from May 2009 to May 2011) and 293 in the second period (from January to July 2012). Median ages were 3.0\xa0years [1.4-5] in the first period and 3.6\xa0years in the second period. The main reasons for non-compliance were the improper use of broad-spectrum antibiotics or combinations of antibiotics. Factors that were independently associated with non-compliance with recommendations were younger age, presence of risk factors for pneumococcal infection, and hospitalization. We also observed significant differences in compliance between the treatment centres during the first period. The frequency of non-compliance significantly decreased from 48 to 18.8\xa0% between 2009 and 2012. The association between period and non-compliance remained statistically significant after adjustment for confounding factors. Amoxicillin was prescribed as the sole therapy significantly more frequently in the second period (71\xa0% vs. 54.2\xa0%, p\u2009<\u20090.001).'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adolescent', 'Anti-Bacterial Agents', 'Child', 'Child, Preschool',
       'Community-Acquired Infections', 'Emergency Service, Hospital',
       'Female', 'France', 'Guideline Adherence', 'Humans',
       'Inappropriate Prescribing', 'Infant', 'Logistic Models', 'Male',
       'Pneumonia', 'Practice Guidelines as Topic',
       ""Practice Patterns, Physicians'"", 'Prospective Studies'],
      dtype=object)}","We observed a significant increase in the compliance with recommendations, with a reduction in the prescription of broad-spectrum antibiotics, efforts to improve antibiotic prescriptions must continue.",yes
27514748,"Is bnPME progressively induced after microspore reprogramming to embryogenesis , correlating with pectin de-esterification and cell differentiation in Brassica napus?","{'contexts': array(['Pectins are one of the main components of plant cell walls. They are secreted to the wall as highly methylesterified forms that can be de-esterified by pectin methylesterases (PMEs). The degree of methylesterification of pectins changes during development, PMEs are involved in the cell wall remodeling that occurs during diverse plant developmental processes. Nevertheless, the functional meaning of pectin-related wall remodeling in different cell types and processes remains unclear. In vivo, the microspore follows the gametophytic pathway and differentiates to form the pollen grain. In vitro, the microspore can be reprogrammed by stress treatments becoming a totipotent cell that starts to proliferate and follows the embryogenic pathway, a process known as microspore embryogenesis.',
       'To investigate if the change of developmental programme of the microspore towards embryogenesis involves changes in pectin esterification levels, which would cause the cell wall remodeling during the process, in the present study, dynamics of PME expression and degrees of pectin esterification have been analysed during microspore embryogenesis and compared with the gametophytic development, in Brassica napus. A multidisciplinary approach has been adopted including BnPME gene expression analysis by quantitative RT-PCR, fluorescence in situ hybridization, immuno-dot-blot and immunofluorescence with JIM5 and JIM7 antibodies to reveal low and highly-methylesterified pectins. The results showed that cell differentiation at advanced developmental stages involved induction of BnPME expression and pectin de-esterification, processes that were also detected in zygotic embryos, providing additional evidence that microspore embryogenesis mimics zygotic embryogenesis. By contrast, early microspore embryogenesis, totipotency and proliferation were associated with low expression of BnPME and high levels of esterified pectins.'],
      dtype=object), 'labels': array(['BACKGROUND', 'RESULTS'], dtype=object), 'meshes': array(['Brassica napus', 'Cell Differentiation', 'Esterases',
       'Esterification', 'Gene Expression Regulation, Developmental',
       'Gene Expression Regulation, Plant', 'Pectins', 'Plant Proteins'],
      dtype=object)}","The results show that the change of developmental programme of the microspore involves changes in pectin esterification associated with proliferation and differentiation events, which may cause the cell wall remodeling during the process. The findings indicate pectin-related modifications in the cell wall during microspore embryogenesis, providing new insights into the role of pectin esterification and cell wall configuration in microspore totipotency, embryogenesis induction and progression.",yes
27505854,Does n-pentyl-nitrofurantoin induce apoptosis in HL-60 leukemia cell line by upregulating BAX and downregulating BCL-xL gene expression?,"{'contexts': array(['Nitrofurantoin is a nitroderivative antibiotic that has bactericidal activity against pathogens causing urinary tract infection. A few studies have reported that nitrofurantoin has cytotoxic activity against cancer cells; however, nitrofurans remain a poorly explored class of compounds with respect to their anticancer potential. The aim of this study was to investigate the anticancer effects of a nitrofurantoin derivative, n-pentyl-nitrofurantoin (NFP), on HL-60 leukemia cells.',
       'Cytotoxicity was assayed by the MTT assay. Cell morphology and phosphatidylserine externalization were visualized after Giemsa-May-Grunwald and annexin V staining, respectively. DNA content and mitochondrial depolarization were measured by flow cytometry. BAX and BCL-xL expression was examined by RT-PCR.',
       'NFP was 3.8-fold more cytotoxic against HL-60 leukemia cells than against normal cells. NFP reduced the number of viable cells 24h after the treatment with a concomitant increase in the number of apoptotic cells indicated by the externalization of phosphatidylserine, DNA fragmentation, and mitochondrial depolarization. The mRNA levels of BAX increased, whereas the mRNA levels of BCL-xL decreased.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Antineoplastic Agents', 'Apoptosis', 'Cell Line, Tumor',
       'DNA Fragmentation', 'Down-Regulation', 'Gene Expression',
       'HL-60 Cells', 'Humans', 'Leukemia', 'Mitochondria',
       'Nitrofurantoin', 'Proto-Oncogene Proteins c-bcl-2',
       'Up-Regulation', 'bcl-2-Associated X Protein'], dtype=object)}",The results indicate that NFP induces apoptosis in HL-60 cells by upregulating BAX and downregulating BCL-xL.,yes
27505855,Does puerarin inhibit the inflammatory response in atherosclerosis via modulation of the NF-κB pathway in a rabbit model?,"{'contexts': array(['The isoflavone puerarin [7-hydroxy-3-(4-hydroxyphenyl)-1-benzopyran-4-one 8-(β-D-glucopyranoside)] possesses many biological activities. In this study, we investigated the effects of puerarin on adhesion molecules (AMs), including serum levels of intercellular adhesion molecule-1 (ICAM-1), vascular cell adhesion molecule-1 (VCAM-1), and endothelial leukocyte adhesion molecule-1 (E-selectin), and the activation of nuclear factor kappa B (NF-κB) in rabbits with experimental atherosclerosis.',
       'In total, 24 rabbits were divided into control (standard diet), high-lipid diet (HLD), and PUE (HLD supplemented with puerarin) groups. At the end of weeks 0, 8, and 16, serum levels of AMs were measured. At the end of week 16, the thickness of the intima was detected. Protein and mRNA levels of AMs were checked by immunohistochemistry and RT-PCR, respectively. Protein levels of p65 NF-κB and phosphorylation of inhibitor-κB (I-κB) were investigated by Western blotting.',
       'Atherosclerotic lesions in the thoracic arch were found in the HLD and PUE groups, but not in the control group. Compared with the HLD group, the thickness of the intima in the PUE group was reduced. Our results indicate that puerarin reduced the protein and mRNA levels of AMs in this rabbit model. We also found that the reduced AM levels were due to inhibition of the phosphorylation and degradation of I-κB, resulting in reduced p65 NF-κB nuclear translocation.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Animals', 'Anti-Inflammatory Agents', 'Atherosclerosis',
       'Disease Models, Animal', 'E-Selectin', 'Endothelium, Vascular',
       'I-kappa B Proteins', 'Inflammation',
       'Intercellular Adhesion Molecule-1', 'Isoflavones', 'NF-kappa B',
       'Phosphorylation', 'Rabbits', 'Vascular Cell Adhesion Molecule-1'],
      dtype=object)}",This study indicates that the effect of puerarin on the suppression of atherosclerosis was connected with an inhibited inflammatory response and reduced NF-κB activation.,yes
27519651,Does comprehensive repeatome annotation reveal strong potential impact of repetitive elements on tomato ripening?,"{'contexts': array(['Plant genomes are populated by different types of repetitive elements including transposable elements (TEs) and simple sequence repeats (SSRs) that can have a strong impact on genome size and dynamic as well as on the regulation of gene transcription. At least two-thirds of the tomato genome is composed of repeats. While their bulk impact on genome organization has been recently revealed by whole genome assembly, their influence on tomato biology and phenotype remains largely unaddressed. More specifically, the effects and roles of DNA repeats on the maturation of fleshy fruits, which is a complex process of key agro-economic interest, still needs to be investigated comprehensively and tomato is arguably an excellent model for such study.',
       'We have performed a comprehensive annotation of the tomato repeatome to explore its potential impact on tomato genome composition and gene transcription. Our results show that the tomato genome can be fractioned into three compartments with different gene and repeat density, each compartment presenting contrasting repeat and gene composition, repeat-gene associations and different gene transcriptional levels. In the context of fruit ripening, we found that repeats are present in the majority of differentially methylated regions (DMRs) and thousands of repeat-associated DMRs are found in gene proximity including hundreds that are differentially regulated. Furthermore, we found that repeats are also present in the proximity of binding sites of the key ripening protein RIN. We also observed that some repeat families are present at unexpected high frequency in the proximity of genes that are differentially expressed during tomato ripening.'],
      dtype=object), 'labels': array(['BACKGROUND', 'RESULTS'], dtype=object), 'meshes': array(['Chromosomes, Plant', 'DNA Methylation', 'DNA, Plant', 'Fruit',
       'Gene Expression Regulation, Plant', 'Lycopersicon esculentum',
       'Plant Leaves', 'Plant Proteins',
       'Repetitive Sequences, Nucleic Acid'], dtype=object)}","Altogether, our study emphasizes the fractionation as defined by repeat content in the tomato genome and enables to further characterize the specificities of each genomic compartment. Additionally, our results present strong associations between differentially regulated genes, differentially methylated regions and repeats, suggesting a potential adaptive function of repeats in tomato ripening. Our work therefore provides significant perspectives for the understanding of the impact of repeats on the maturation of fleshy fruits.",yes
27504157,Do cAMP-Epac Pathway Stimulation Modulate Connexin-43 and MicroRNA-21 Expression in Glioma Cells?,"{'contexts': array(['Malignant astrocytic gliomas are the most common and lethal brain malignancies due to their refractory to the current therapies. Nowadays, molecular targeted therapy has attracted great attention in treatment of glioma. Connexin 43 (Cx43) and micro ribonucleic acid-21(miR-21) are among molecules that are involved in glioma development and progression. These molecules showed potential to be as target molecules with regard to glioma. Some studies have reported that cyclic adenosine monophosphate (cAMP) signaling could be effective on Cx43 and miR-21 in tissues other than in brain. We investigate possible relationship between β-adrenergic receptor and its newly described downstream, exchange protein directly activated by cAMP (Epac) signaling pathway and expression of Cx43 and miR-21 in low (1321N1) and high grade (U87MG) glioma cell lines.',
       'We treated cells with β-adrenergic agonist and Epac activator with and without adenyl cyclase inhibitor. Cx43 and miR-21 expression were measured with real-time PCR.',
       'Our data showed that in 1321N1 cells, β-adrenergic-Epac pathway stimulation up and down-regulated Cx43 and miR-21 expression respectively. Whereas, in U87MG cells these interventions had no effect on Cx43 and miR-21 expression.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array([], dtype=object)}",These findings demonstrate that low grade astrocytoma cells have better response to our pharmacological interventions.,yes
27503506,Does natal habitat imprinting counteract the diversifying effects of phenotype-dependent dispersal in a spatially structured population?,"{'contexts': array(['Habitat selection may have profound evolutionary consequences, but they strongly depend on the underlying preference mechanism, including genetically-determined, natal habitat and phenotype-dependent preferences. It is known that different mechanisms may operate at the same time, yet their relative contribution to population differentiation remains largely unexplored empirically mainly because of the difficulty of finding suitable study systems. Here, we investigate the role of early experience and genetic background in determining the outcome of settlement by pied flycatchers (Ficedula hypoleuca) breeding in two habitat patches between which dispersal and subsequent reproductive performance is influenced by phenotype (body size). For this, we conducted a cross-fostering experiment in a two-patch system: an oakwood and a conifer plantation separated by only 1\xa0km.',
       ""Experimental birds mostly returned to breed in the forest patch where they were raised, whether it was that of their genetic or their foster parents, indicating that decisions on where to settle are determined by individuals' experience in their natal site, rather than by their genetic background. Nevertheless, nearly a third (27.6\xa0%) moved away from the rearing habitat and, as previously observed in unmanipulated individuals, dispersal between habitats was phenotype-dependent. Pied flycatchers breeding in the oak and the pine forests are differentiated by body size, and analyses of genetic variation at microsatellite loci now provide evidence of subtle genetic differentiation between the two populations. This suggests that phenotype-dependent dispersal may contribute to population structure despite the short distance and widespread exchange of birds between the study plots.""],
      dtype=object), 'labels': array(['BACKGROUND', 'RESULTS'], dtype=object), 'meshes': array(['Animal Distribution', 'Animals', 'Biological Evolution', 'Birds',
       'Ecosystem', 'Genetic Variation', 'Imprinting (Psychology)',
       'Phenotype', 'Reproduction'], dtype=object)}","Taken together, the current and previous findings that pied flycatchers do not always settle in the habitat to which they are best suited suggest that their strong tendency to return to the natal patch regardless of their body size might lead to maladaptive settlement decisions and thus constrain the potential of phenotype-dependent dispersal to promote microgeographic adaptation.",yes
27496872,Does endothelial Jag1-RBPJ signalling promote inflammatory leucocyte recruitment and atherosclerosis?,"{'contexts': array(['To determine the role of NOTCH during the arterial injury response and the subsequent chronic arterial-wall inflammation underlying atherosclerosis.',
       'We have generated a mouse model of endothelial-specific (Cdh5-driven) depletion of the Notch effector recombination signal binding protein for immunoglobulin kappa J region (RBPJ) [(ApoE'],
      dtype=object), 'labels': array(['OBJECTIVE', 'RESULTS'], dtype=object), 'meshes': array([], dtype=object)}","Notch signalling pathway inactivation decreases leucocyte rolling, thereby preventing endothelial dysfunction and vascular inflammation. Attenuation of Notch signalling might provide a treatment strategy for atherosclerosis.",yes
27491446,Does damage Patterns at the Head-Stem Taper Junction help Understand the Mechanisms of Material Loss?,"{'contexts': array(['Material loss at the taper junction of metal-on-metal total hip arthroplasties has been implicated in their early failure. The mechanisms of material loss are not fully understood; analysis of the patterns of damage at the taper can help us better understand why material loss occurs at this junction.',
       'We mapped the patterns of material loss in a series of 155 metal-on-metal total hip arthroplasties received at our center by scanning the taper surface using a roundness-measuring machine. We examined these material loss maps to develop a 5-tier classification system based on visual differences between different patterns. We correlated these patterns to surgical, implant, and patient factors known to be important for head-stem taper damage.',
       'We found that 63 implants had ""minimal damage"" at the taper (material loss <1 mm'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Aged', 'Aged, 80 and over',
       'Arthroplasty, Replacement, Hip', 'Corrosion', 'Female',
       'Hip Prosthesis', 'Humans', 'Male',
       'Metal-on-Metal Joint Prostheses', 'Metals', 'Middle Aged',
       'Prosthesis Design', 'Prosthesis Failure'], dtype=object)}","These material loss maps allow us to suggest different mechanisms that dominate the cause of the material loss in each pattern: (1) corrosion, (2) mechanically assisted corrosion, or (3) intraoperative damage or poor size tolerances leading to toggling of trunnion in taper.",yes
27490714,Does posttraumatic stress disorder influence the nociceptive and intrathecal cytokine response to a painful stimulus in combat veterans?,"{'contexts': array(['Although posttraumatic stress disorder (PTSD) and chronic pain frequently occur in tandem, the pathophysiological mechanisms mediating this comorbidity are poorly understood. Because excessive inflammation occurs in both conditions, we examined the cerebrospinal fluid (CSF) concentrations of inflammatory response mediators interleukin 1-beta (IL-1β), interleukin 6 (IL-6), interleukin 8 (IL-8), tumor necrosis factor-alpha (TNFα) and interleukin 10 (IL-10) after prolonged suprathreshold pain stimulus in 21 male combat veterans; 10 with PTSD and 11 combat controls (CC).',
       'After completing baseline quantitative sensory testing (QST) and psychological profiling, all patients received an injection of capsaicin into the quadriceps muscle. Spontaneously reported pain was measured for 30min after the capsaicin injection. The evoked pain measure of temporal summation was tested between 70 and 110min post capsaicin injection. Inflammatory (IL-1β, IL-6, IL-8 TNFα) and anti-inflammatory (IL-10) CSF cytokines were measured before (baseline) and after capsaicin injection over a time frame of 110min.',
       'Following intramuscular capsaicin injection, pro-inflammatory cytokines [TNFα, IL-6, IL-8] significantly increased (percent rise from baseline) in both groups, whereas IL-1β significantly increased in the PTSD group only. The anti-inflammatory cytokine IL-10 showed an immediate (within 10min) increase in the CC group; however, the IL-10 increase in the PTSD group was delayed and not consistently elevated until 70min post injection.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Afghan Campaign 2001-', 'Combat Disorders', 'Humans',
       'Interleukin-6', 'Interleukin-8', 'Iraq War, 2003-2011', 'Male',
       'Nociceptive Pain', 'Stress Disorders, Post-Traumatic',
       'Tumor Necrosis Factor-alpha', 'Veterans', 'Young Adult'],
      dtype=object)}",These findings show significant central nervous system (CNS) differences in the inflammatory response to a deep pain stimulus in combat veterans with and without PTSD. They support the concept that abnormally elevated neuroinflammatory response to pain stimuli may be one CNS mechanism accounting for the high co-occurrence of PTSD and pain.,yes
27495386,Do [ EuroSCORE underestimate the mortality risk in cardiac valve surgery of Mexican population ]?,"{'contexts': array(['The EuroSCORE (European System for cardiac operative risk evaluation) stratifies cardiac risk surgery in easy and accessible manner; it was validated in North America with good results but in many countries of Latin America is used routinely without prior validation. Our objective was to validate the EuroSCORE in patients with cardiac valve surgery at the Instituto Nacional de Cardiología Ignacio Chávez (INCICh) in México.',
       'EuroSCORE additive and logistic models were used to predict mortality in adults undergoing cardiac valve surgery from march 2004 to march 2008. The goodness of fit test of Hosmer-Lemeshow was used to evaluate the calibration. The area under the ROC curve was calculated to determinate discrimination.',
       'We included 1188 patients with ages of 51.3±14.5 years, 52% women. There were significant differences in the prevalence of risk factors among the INCICh and the EuroSCORE populations. Total mortality was 9.68% versus 5% and 5.6% predicted by additive and logistic EuroSCORE. According to additive EuroSCORE the risk was low in 11.3%, intermediate in 52.9% and high in 35.9%; for these groups the mortality was .7%, 6.34% and 17.4% against those predicted of 2%, 3.9% and 7.64%. Hosmer-Lemeshow test had a P<.001 for both models and the area under the ROC curve was .707 and .694 for additive and logistic EuroSCORE.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over',
       'Cardiac Surgical Procedures', 'Female', 'Heart Valve Diseases',
       'Humans', 'Longitudinal Studies', 'Male', 'Mexico', 'Middle Aged',
       'Retrospective Studies', 'Risk Assessment', 'Young Adult'],
      dtype=object)}",In the INCICh 88.7% of patients with cardiac valve surgery had intermediate to high risk and EuroSCORE underestimated the risk of mortality.,yes
